data,label
"As mentioned in this morning's meeting, yes, it is true that there is no perfect mapping
consultant. However, I strongly urge the Independent Redistricting Commission to reject
NDC and Timmons Group for several important reasons.
First and foremost, NDC was selected as mapping consultant for the 2001 Arizona IRC,
and their first two maps approved were thrown out due to unconstitutionality. Selecting a
consultant with this terrible track record would by nature erode public trust in the integrity
of the IRC.
Further, it is clear that NDC, Timmons Group, and Doug Johnson have not learned from
these mistakes. Most recently, in 2019 the West Contra Costa Unified School District
(WCCUSD) settled a civil rights lawsuit which claimed that the district's at-large election
map ""dilutes the voting strength of Latino and African American citizens."" NDC cost the
district over $650,000 to produce this map, and their map was l kely in violation of both the
California Voting Rights Act (CVRA) and Section 2 of the US Voting Rights Act. Ultimately
the court ruled against NDC, wasting valuable time and taxpayer funds.
Also in 2019, North Carolina’s landmark gerrymandering case Common Cause v Lewis
resulted in a three-judge panel tossing out Doug Johnson’s testimony in defense of North
Carolina’s gerrymandered map. Perhaps most egregious, Doug Johnson later admitted
his own testimony was incorrect.
In sum, there is no conscionable way the IRC can select NDC as mapping consultant.
NDC has a failed history of unconstitutionality here in Arizona, and they have much more
recent history of discriminatory mapmaking across the US. I urge the IRC to remain
independent, continue to work for the public's trust, and reject NDC and Timmons Group
from consideration. Thank you.",no_NDC#other
"We need fair, unbiased representation in our state Redistricting",unbiased
"Please do not allow Haystaq to participate in the audit of our elections. This is a conflict of
interest because they have connections to Democrat such as Obama and Bernie Sanders.
Please choose an UNBIASED company so we have a OPEN and FAIR review by a
company that will not favor the desires of EITHER party, but will only have the best
interests of all Arizonans as their only goal.",no_haystaq_bernie_obama#unbiased#other
"I cannot believe Arizona would hire a very biased, one-sided company to assist with the
Arizona redistricting mapping process, such as Haystaq.  I vehemently oppose Haystaq to
be selected for Arizona's redistr buting mapping process.  We need an independent
source to be fair and sens ble company to form a map in an appropriate way for legislators
to serve their district efficiently and effectively.",no_haystaq_bernie_obama#unbiased
"Do Not use Haystaq for the redistricting mapping process.  Haystaq is pretty much the
same company used the last time, which totally messed up Arizona.. They did a terrible
job redistricting Arizona and ignored Arizona's needs and desires.  They are partisan and
that showed up in the last redistricting.  They did not take into consideration like
communities of interest, etc. and carved out unbalanced legislative districts.  I live in one
of these districts and went from have a voice in electing our representatives to having no
voice what so ever.
We have zero representation now.  We were placed with other areas we have nothing in
common with and this has hurt our community.  Our community pays the most taxes but
have no voice, taxation without representation.  Haystaq is a partisan and bias, that
definitely showed up in the last redistricting and I'm sure they will continue to make it
worse if hired. They do not represent Arizona, they represent Washington D.C. big money
politics.  Do not hire Haystaq.",no_haystaq_bernie_obama#unbiased
"I totally object to a company called Haystaq as it is a partisan company set up by Obama
and Bernie.  The last IRC choose a company that made sure Democrats were in smaller
districts and Republicans in larger districts making campaigning and costs more
expensive for Republicans.  They violated many of the objectives set up in the initiative
that is now the law.  EX: communities of interest.",no_haystaq_bernie_obama#other
"If Obama and Bernie fund this group at a National level. There should be no input from
Haystaq.",no_haystaq_bernie_obama
"I think inappropriate and irresponsible to use a biased company for the Redistricting
mapping process.  This process is done once ever 10 years and should be done with
integrity for the people. How can we trust a company with such a large responsibility that
is funded by a political party?!?!",unbiased
"Redistricting companies MUST to be vetted for who funds them, and their past history of
redistricting, including political agendas. DO NOT vote yes for Haystaq company. Haystaq
cannot be trusted to be unbiased, and MUST to work for the residents of Arizona best
interests. See below:
Facebook post: Haystaq, Washington D. C. 111 likes · 1 was here. We pioneered the
predictive analytics that helped the Obama campaign make history.",no_haystaq_bernie_obama#unbiased#other
"I object to any effort to choose HaystaqDNA as mapping consultant, or otherwise to
employ that firm in the redistricting effort. Personnel from that firm have extreme partisan
histories favoring the Democrat party, and cannot realistically be perceived as non-
partisan.FEC records show their CEO has consistently contributed only to Democrat
causes and campaigns throughout recent history. Their website firm profile stresses the
assistance they have given to Democrat candidates in the past. Their services in the last
redistricting produced district boundaries have favored their chosen party. Among other
things, that redistricting produced a hugely non-competitive district #3, and a district #2
that has essentially nullified the votes of electors in outlying counties included with in it.
Using their services again will just further undermine public confidence in the integrity of
the electoral process.",no_haystaq_bernie_obama#other
